P60709	6.212863933452172027e+00	6.397467320261443824e+00	7.185680332739157627e+00	4.575757575757578799e+00	5.313911170528824002e+00	5.305407011289369201e+00	5.348670528817594416e+00	6.892453951277488500e+00	6.771241830065357625e+00	7.075163398692813743e+00	6.584670231729056411e+00	5.878008021390374260e+00	6.662433155080213609e+00	4.167409387997625281e+00	5.686831550802138757e+00	5.542335115864534423e+00	5.465574866310160651e+00	7.177807486631015976e+00	7.598930481283422189e+00	7.844919786096256509e+00	7.713346702317289250e+00	6.463235294117646745e+00	6.897393048128342308e+00	5.128527926322051123e+00	6.967245989304812426e+00	6.890262923351155422e+00	7.024064171122994971e+00	7.628676470588235503e+00	8.658088235294117752e+00	8.593917112299465089e+00	5.014557338086753191e+00	4.106617647058826925e+00	4.806149732620324855e+00	2.455585264408791435e+00	3.873328877005345117e+00	4.149286987522282644e+00	4.421011586452764597e+00	5.348039215686277714e+00	5.814171122994658880e+00	6.197415329768279690e+00	5.353275401069523376e+00	5.171122994652406213e+00	5.922125668449197633e+00	3.690470885323826611e+00	4.680481283422460059e+00	4.992312834224605034e+00	5.068181818181818343e+00	6.156751336898396154e+00	6.507018716577539941e+00	6.413435828877005029e+00	5.563131313131315814e+00	5.221590909090915389e+00	6.304367201426028799e+00	3.983957219251340387e+00	4.520833333333335702e+00	4.763220439691029817e+00	4.892045454545456806e+00	6.934046345811051282e+00	7.276292335115861043e+00	6.913547237076644869e+00	5.760249554367204539e+00	5.457553475935829290e+00	6.529411764705882248e+00	4.214200831847888296e+00	4.684826203208555917e+00	4.946524064171124557e+00	4.781751336898396154e+00	6.741978609625668639e+00	7.264705882352941124e+00	7.518716577540106805e+00	7.350713012477716468e+00	7.017045454545454142e+00	7.229946524064170710e+00	6.184789067142014929e+00	7.369318181818181657e+00	7.797682709447414595e+00	8.028409090909091717e+00	7.417112299465240532e+00	8.467914438502674557e+00	8.729946524064171598e+00	6.487522281639933830e+00	7.637366310160428107e+00	8.565508021390375148e+00	5.686125965537735638e+00	6.421457219251337278e+00	7.040552584670231262e+00	7.214237967914438165e+00	8.054812834224598816e+00	6.945187165775401184e+00	8.153743315508021894e+00	7.916666666666672292e+00	7.840574866310160651e+00	8.724598930481283432e+00	6.121509209744505853e+00	6.402740641711229586e+00	6.490196078431377025e+00	7.029745989304812426e+00	9.358288770053475147e+00	8.462566844919786391e+00	7.577540106951871302e+00	6.062991802469133162e+00	5.956664888888891340e+00	7.337155555555560760e+00	2.610262913580249755e+00	4.937518222222217368e+00	5.632869135802466509e+00	5.860490666666664517e+00	7.899406222222213003e+00	8.350606222222232589e+00	9.392184888888868599e+00
P31749	7.539549988401755165e+00	8.167217582927387198e+00	8.594235676177211403e+00	5.974483878450467245e+00	7.792565530039422761e+00	8.080027835768955669e+00	8.881900951055433424e+00	7.403386685223833474e+00	8.424959406170254184e+00	1.074228717234981545e+01	8.426989097657139993e+00	7.602557411273486387e+00	8.686847599164927658e+00	5.284214799350492875e+00	6.737473903966597177e+00	7.355080027835759537e+00	7.773225469728600956e+00	7.391962421711899545e+00	8.752087682672234692e+00	1.115187891440501033e+01	9.003276501971706480e+00	7.947286012526095789e+00	8.778444676409185021e+00	6.061963581535600554e+00	7.968423799582463829e+00	8.435194850382734089e+00	8.801148225469727748e+00	8.002348643006262918e+00	9.623434237995825313e+00	1.176017745302713990e+01	6.204476919508223887e+00	6.033257944792383753e+00	6.745592669914166173e+00	3.149501275806080525e+00	4.617896079795870357e+00	4.729181164462997522e+00	5.695053351890507543e+00	6.340408257944785575e+00	6.521340756205044720e+00	6.664694966365111384e+00	6.955172813732306558e+00	7.790970772442588732e+00	8.199895615866388709e+00	5.374681048480628220e+00	5.821503131524008445e+00	6.262178148921355714e+00	7.217379958246346483e+00	7.932672233820459162e+00	7.896137787056367152e+00	7.836638830897703301e+00	7.212015773602399094e+00	7.846178380886088100e+00	8.315298074692629271e+00	5.529575504523307927e+00	6.069647413593126650e+00	6.554627696590107355e+00	7.601223614010655716e+00	8.680816515889578255e+00	8.433078172117827620e+00	8.170726049640439470e+00	8.471526327998128991e+00	8.943893528183716413e+00	9.336116910229645072e+00	5.824228717234968933e+00	6.211377870563674186e+00	6.441718858733459285e+00	7.587943632567849761e+00	9.132045929018788755e+00	8.572546972860125791e+00	8.745824634655532392e+00	8.099744838784490142e+00	7.800365344467641293e+00	8.680062630480167130e+00	6.240547436789601221e+00	7.589248434237996221e+00	8.300626304801658861e+00	8.639613778705637515e+00	7.346555323590814091e+00	8.822546972860125791e+00	1.125469728601252584e+01	8.354094177684983080e+00	9.917275574112734304e+00	9.764613778705637515e+00	6.532475063790295522e+00	7.437891440501044116e+00	7.571677105080013348e+00	9.079070981210856317e+00	8.980167014613778420e+00	8.773486430062630959e+00	9.984342379958246028e+00	9.455346787288327448e+00	1.186403966597077186e+01	1.227505219206680565e+01	7.638598932962180399e+00	7.650835073068893877e+00	7.524008350730683858e+00	9.706419624217119235e+00	1.240083507306889388e+01	9.728601252609603733e+00	7.693110647181628181e+00	8.481361400462956723e+00	7.852733289930546867e+00	9.073541666666663730e+00	4.842729552469132948e+00	8.771662326388884878e+00	9.585270061728392577e+00	1.052699544270835297e+01	7.298593750000013536e+00	1.116228732638891330e+01	1.510207899305556545e+01
P62330	6.350255427841628553e+00	8.086366538952747263e+00	1.041969987228609007e+01	6.437420178799486692e+00	6.083253512132818841e+00	6.236270753512130227e+00	8.005188378033206931e+00	7.878991060025546389e+00	8.651979565772675684e+00	6.738186462324391890e+00	7.297094508301404048e+00	7.316091954022988730e+00	9.135057471264367734e+00	5.936302681992331465e+00	6.951867816091954033e+00	7.682790549169863148e+00	8.555316091954022539e+00	8.308908045977011270e+00	9.366379310344827402e+00	9.668103448275861211e+00	9.722621328224782644e+00	9.378591954022988730e+00	1.053376436781609193e+01	7.532327586206900349e+00	8.889367816091953145e+00	9.589160280970622452e+00	1.082040229885057414e+01	1.014439655172413879e+01	1.062715517241379359e+01	1.135704022988505812e+01	6.261494252873559319e+00	6.036238825031925437e+00	7.901181353767562143e+00	3.360153256704982105e+00	4.794620051085566104e+00	5.530651340996165288e+00	5.928240740740738701e+00	6.569284802043420690e+00	7.075989782886333401e+00	7.183269476372925233e+00	6.234833971902935978e+00	7.212643678160919336e+00	8.679597701149425859e+00	5.226532567049810396e+00	5.724856321839080664e+00	6.185664112388249869e+00	6.308189655172413701e+00	7.441091954022988730e+00	8.544540229885058125e+00	7.280172413793103203e+00	6.415070242656450539e+00	7.476213282247765157e+00	9.252075351213283838e+00	4.965836526181353072e+00	5.724058109833968899e+00	5.619093231162192836e+00	6.587563856960406028e+00	7.981481481481481843e+00	8.193167305236274345e+00	7.170178799489144161e+00	6.816730523627074767e+00	7.919540229885057236e+00	9.850574712643677344e+00	4.921455938697318011e+00	5.709051724137930606e+00	5.824074074074068186e+00	6.854166666666666963e+00	8.574712643678161328e+00	9.683908045977011270e+00	8.126436781609195137e+00	8.025542784163476995e+00	8.610632183908046855e+00	1.018821839080459846e+01	7.495210727969354281e+00	9.096982758620690390e+00	1.031641123882503663e+01	1.082830459770115006e+01	7.103448275862069394e+00	9.301724137931033809e+00	9.554597701149425859e+00	8.719029374201797467e+00	1.035201149425287426e+01	1.196982758620689680e+01	8.305555555555555358e+00	8.033764367816091934e+00	8.703384418901659814e+00	8.900143678160919336e+00	9.850574712643677344e+00	1.111206896551724199e+01	8.882183908045977461e+00	6.471902937420174418e+00	9.484195402298849942e+00	1.115086206896551779e+01	7.016283524904213031e+00	7.114224137931034697e+00	7.732120051085566992e+00	9.127155172413793593e+00	8.114942528735632266e+00	7.508620689655172598e+00	6.520114942528735469e+00	8.463071201814058142e+00	8.139395918367343441e+00	1.091113469387753909e+01	3.830552380952379821e+00	7.869583673469386476e+00	9.084175963718820412e+00	9.315477551020389768e+00	8.209110204081646600e+00	1.094615510204082653e+01	9.714481632653066967e+00
P10415	3.855742296918764467e+00	3.123949579831930112e+00	3.325630252100838735e+00	2.977357609710550967e+00	3.341036414565827339e+00	3.465219421101772834e+00	3.916491596638652428e+00	3.553221288515403309e+00	5.027310924369751355e+00	5.393557422969188053e+00	3.949754901960782050e+00	2.685399159663865554e+00	2.844012605042016695e+00	1.935282446311858973e+00	2.870273109243697274e+00	3.095413165266104549e+00	3.093487394957983305e+00	3.678046218487394992e+00	4.526785714285714413e+00	4.600315126050420034e+00	3.920168067226888375e+00	2.787815126050420034e+00	2.849789915966386644e+00	2.219421101774044391e+00	3.011554621848739455e+00	3.438375350140054465e+00	3.643382352941176627e+00	3.695378151260504396e+00	4.771008403361344463e+00	4.852941176470587870e+00	2.778478057889823383e+00	2.400093370681606331e+00	2.724323062558355879e+00	1.609243697478992541e+00	2.409197012138189820e+00	2.354341736694678389e+00	2.405520541549953428e+00	3.462418300653592684e+00	4.005135387488327758e+00	3.729925303454712626e+00	2.953256302521007015e+00	3.187500000000000000e+00	3.595063025210083918e+00	2.599147992530344453e+00	2.518382352941176627e+00	2.587009803921567208e+00	2.576680672268907735e+00	3.671743697478991653e+00	4.682247899159663440e+00	3.867121848739495604e+00	3.244631185807655083e+00	3.124883286647990754e+00	3.397292250233425293e+00	2.457749766573297467e+00	2.697012138188607633e+00	2.572595704948645423e+00	2.753559757236227590e+00	3.914098972922499531e+00	4.774743230625584367e+00	3.890289449112975362e+00	3.398984593837533374e+00	3.087710084033613356e+00	3.308298319327731107e+00	2.403419701213818094e+00	2.745273109243697274e+00	2.588060224089636208e+00	2.704831932773109404e+00	4.132878151260504396e+00	4.826155462184874345e+00	4.353466386554622147e+00	3.532212885154060178e+00	3.598739495798319421e+00	3.670168067226890596e+00	3.487628384687207816e+00	3.428571428571428381e+00	4.067927170868344433e+00	3.990021008403361158e+00	3.554621848739495604e+00	5.111344537815125655e+00	4.886554621848739899e+00	4.333333333333330373e+00	5.077731092436974514e+00	5.275210084033613356e+00	4.311157796451913882e+00	4.571428571428571175e+00	4.728991596638653760e+00	4.740021008403361158e+00	5.218487394957983305e+00	6.376050420168067667e+00	5.394957983193277684e+00	5.022408963585431430e+00	4.764705882352941124e+00	5.180672268907563272e+00	3.916199813258635753e+00	3.949579831932773288e+00	4.048319327731090489e+00	4.464810924369747802e+00	5.189075630252101057e+00	5.434873949579832164e+00	4.147058823529412130e+00	3.603582259102995344e+00	3.175224523380192565e+00	3.523730326850021299e+00	1.520830050827775004e+00	2.748883948110152353e+00	2.986486775636127522e+00	3.118949248087392601e+00	3.804730309343319572e+00	6.096146776141879720e+00	6.094466133295986410e+00
P0DP25	8.143018018018013393e+00	7.909440690690686893e+00	6.568506006006001208e+00	5.942567567567563103e+00	7.151276276276274935e+00	8.697822822822821820e+00	8.397897897897893316e+00	7.006006006006001208e+00	9.600600600600600387e+00	7.708708708708705615e+00	8.641798048048046965e+00	7.190878378378378066e+00	7.215371621621621934e+00	4.579861111111111605e+00	6.815033783783784216e+00	8.256662912912911878e+00	8.171452702702703519e+00	6.711993243243242979e+00	9.759290540540540349e+00	8.985641891891891220e+00	8.540728228228221752e+00	7.808277027027027195e+00	7.369932432432432456e+00	4.812124624624626534e+00	6.763513513513513153e+00	8.386448948948947546e+00	8.979729729729729826e+00	6.717905405405405261e+00	9.555743243243243867e+00	7.694256756756757021e+00	5.713963963963960779e+00	4.917698948948950211e+00	4.919106606606606924e+00	3.734984984984984546e+00	4.799174174174176244e+00	6.219219219219218608e+00	6.495120120120116525e+00	6.155030030030030019e+00	6.659534534534532924e+00	6.319444444444441977e+00	6.881381381381374673e+00	6.054898648648648241e+00	6.219594594594594739e+00	5.348723723723719736e+00	5.817567567567567544e+00	7.598723723723723289e+00	8.020270270270270174e+00	7.554054054054054390e+00	7.341216216216215784e+00	7.672297297297297369e+00	8.438438438438438993e+00	7.226257507507507505e+00	7.690503003003001936e+00	6.990990990990987086e+00	7.992867867867862408e+00	9.390390390390388475e+00	1.007620120120120077e+01	9.715840840840842318e+00	1.006944444444444997e+01	1.060322822822823419e+01	8.721471471471472725e+00	7.190033783783784216e+00	7.170608108108107892e+00	6.142642642642638151e+00	6.984797297297297369e+00	8.536786786786787928e+00	9.646959459459459651e+00	9.037162162162161394e+00	1.000675675675675613e+01	9.908783783783784216e+00	7.428678678678674707e+00	7.171452702702702631e+00	5.998310810810810523e+00	5.381381381381381779e+00	6.668918918918919303e+00	8.791291291291294385e+00	7.834459459459459651e+00	6.483108108108107892e+00	8.152027027027026307e+00	6.469594594594594739e+00	7.180930930930931488e+00	8.850506756756756133e+00	8.285472972972973693e+00	6.921921921921921239e+00	7.516891891891892108e+00	9.969219219219223049e+00	9.577702702702703519e+00	8.496621621621621046e+00	9.557432432432431568e+00	7.388513513513513153e+00	7.848723723723726842e+00	9.478885135135135087e+00	8.035472972972973693e+00	5.983858858858857488e+00	6.641891891891892108e+00	8.670795795795793737e+00	9.300675675675675436e+00	8.797297297297296481e+00	7.905405405405405261e+00	4.398648648648648241e+00	8.963490133077092636e+00	7.707986126751045219e+00	7.719044187198774054e+00	3.300121616143416592e+00	6.241655781271112424e+00	8.885695839526745132e+00	8.463042205306074095e+00	7.930003153011130124e+00	9.359308139272995319e+00	7.358767623080043840e+00
P27482	7.307432432432429792e+00	7.268393393393390411e+00	5.949136636636634279e+00	5.762387387387384763e+00	7.123123123123121125e+00	8.472972972972968364e+00	8.243055555555555358e+00	6.587087087087084569e+00	9.140015015015016786e+00	7.956456456456454163e+00	8.037912912912908325e+00	6.793918918918919303e+00	6.662162162162162282e+00	4.519144144144141784e+00	6.557432432432432456e+00	8.087087087087086346e+00	7.847972972972972805e+00	6.469594594594594739e+00	8.912162162162161394e+00	9.074324324324324564e+00	8.128566066066065687e+00	7.576013513513513153e+00	6.861486486486486847e+00	4.661599099099100307e+00	6.315878378378378066e+00	7.773460960960957955e+00	8.226351351351350871e+00	6.451013513513513153e+00	8.396959459459459651e+00	7.515202702702702631e+00	5.628378378378377178e+00	4.976351351351350871e+00	4.885698198198198838e+00	3.635885885885886459e+00	4.587837837837841271e+00	5.726351351351350871e+00	6.162725225225222481e+00	5.748873873873872498e+00	6.394144144144140007e+00	6.199324324324321900e+00	6.524399399399396948e+00	5.871621621621621934e+00	6.096283783783784216e+00	5.065315315315316980e+00	5.625000000000000000e+00	7.146771771771771142e+00	7.476351351351351759e+00	7.070945945945945610e+00	6.915540540540540349e+00	7.378378378378378066e+00	7.749624624624619429e+00	6.847597597597597563e+00	7.350412912912910102e+00	6.682057057057055438e+00	7.551426426426421479e+00	8.842342342342341510e+00	9.502439939939943514e+00	9.280030030030028243e+00	9.585210210210208359e+00	1.028453453453453825e+01	8.133070570570570368e+00	7.050675675675675436e+00	7.099662162162162282e+00	5.910472972972970140e+00	6.472972972972972805e+00	7.696884384384380162e+00	8.839527027027026307e+00	8.498310810810810523e+00	9.326013513513514042e+00	9.400337837837838606e+00	6.545795795795793737e+00	6.158783783783784216e+00	5.143581081081080697e+00	5.497747747747748548e+00	7.280405405405405261e+00	9.401276276276275823e+00	8.427364864864864913e+00	5.739864864864864913e+00	8.168918918918919303e+00	6.645270270270270174e+00	6.868993993993993463e+00	8.331081081081080697e+00	7.795608108108107892e+00	6.384009009009005808e+00	7.165540540540540349e+00	8.985735735735735474e+00	8.761824324324324564e+00	7.682432432432432456e+00	8.679054054054054390e+00	6.905405405405405261e+00	7.968093093093093771e+00	9.385135135135135087e+00	8.062500000000000000e+00	6.010135135135131534e+00	6.621621621621621934e+00	8.242492492492493383e+00	9.028716216216215784e+00	8.445945945945945610e+00	7.361486486486486847e+00	4.790540540540540349e+00	8.466035063485634282e+00	7.366019548668979233e+00	7.374149813071483983e+00	3.203028892592425070e+00	5.937570379712627577e+00	8.355359368196630498e+00	7.984482680960313772e+00	7.610558082969240523e+00	8.615377685689828979e+00	7.504076392955275843e+00
Q96GE6	6.397435897435897800e+00	6.412962962962961200e+00	5.085612535612534124e+00	4.965527065527062689e+00	6.199287749287748284e+00	7.077207977207978118e+00	6.699501424501422164e+00	5.563817663817662407e+00	8.779202279202284132e+00	8.068945868945871069e+00	7.079059829059827003e+00	5.847435897435897090e+00	5.757692307692307665e+00	4.053988603988602613e+00	5.870512820512820085e+00	6.989316239316239354e+00	6.467307692307691980e+00	5.816666666666666430e+00	8.570512820512821150e+00	8.662820512820513130e+00	6.717521367521367637e+00	6.364102564102563697e+00	5.891025641025641413e+00	4.052279202279200909e+00	5.456410256410256565e+00	6.693589743589744678e+00	6.749358974358973917e+00	5.291025641025640880e+00	8.085897435897436480e+00	7.501282051282051277e+00	4.935612535612531993e+00	4.135470085470085877e+00	4.213247863247862490e+00	2.954415954415956058e+00	4.172222222222222499e+00	4.816524216524213031e+00	4.908333333333331439e+00	5.733333333333333393e+00	5.755555555555557312e+00	5.587179487179486870e+00	5.913888888888883422e+00	5.090384615384615508e+00	5.258333333333333748e+00	4.352920227920225926e+00	5.060897435897436125e+00	5.888247863247864977e+00	6.219230769230769340e+00	6.676282051282051100e+00	6.545512820512820795e+00	6.868589743589743613e+00	6.598860398860395549e+00	5.714387464387460369e+00	5.985327635327633011e+00	5.447293447293446000e+00	6.549430199430198662e+00	7.091737891737891708e+00	7.550498575498575171e+00	8.399430199430200972e+00	8.079772079772080673e+00	9.319943019943027096e+00	7.253632478632479064e+00	5.607051282051282115e+00	5.754487179487179915e+00	4.761894586894583448e+00	5.667307692307692157e+00	6.156196581196581086e+00	6.915384615384615685e+00	8.010897435897435415e+00	7.669871794871794712e+00	8.303205128205128460e+00	5.788888888888886974e+00	6.216666666666666785e+00	5.493589743589743613e+00	5.450997150997149099e+00	6.467948717948718063e+00	7.717094017094018099e+00	7.441666666666666430e+00	5.612820512820512420e+00	8.356410256410256920e+00	7.410256410256410575e+00	6.456410256410256565e+00	7.711538461538461675e+00	7.088461538461538147e+00	5.865527065527063044e+00	6.849999999999999645e+00	8.099145299145304122e+00	8.064743589743589069e+00	7.471794871794871895e+00	7.928205128205128460e+00	6.782051282051281937e+00	8.358119658119669282e+00	9.050000000000000711e+00	7.852564102564102200e+00	5.565527065527063222e+00	6.391025641025641413e+00	7.476068376068374377e+00	7.846794871794871895e+00	8.874358974358974805e+00	6.484615384615384670e+00	5.492307692307692335e+00	6.985431417464943671e+00	6.299901082882131576e+00	5.984641815910038964e+00	2.960317460317458238e+00	5.182339389837565591e+00	6.816060437780553372e+00	6.346333558933771712e+00	6.648271553519368382e+00	8.761427530195740943e+00	9.639108704706364605e+00
Q9NZT1	7.216091954022990862e+00	7.876053639846742449e+00	6.262835249042145058e+00	5.611494252873562516e+00	7.236973180076626377e+00	8.861302681992327734e+00	8.460536398467430885e+00	6.057088122605360780e+00	9.381226053639847962e+00	7.844444444444444997e+00	8.095881226053636581e+00	7.728448275862069394e+00	7.562931034482758719e+00	4.911590038314175288e+00	6.812931034482758719e+00	8.941475095785440530e+00	8.395689655172413168e+00	6.721551724137930783e+00	9.587068965517241637e+00	9.497413793103447688e+00	7.808812260536399208e+00	8.281034482758620641e+00	7.549999999999999822e+00	4.829118773946360577e+00	6.518965517241379182e+00	8.754406130268197472e+00	8.725862068965517082e+00	6.451724137931034164e+00	8.772413793103448043e+00	7.986206896551724554e+00	5.514176245210726357e+00	5.305555555555553582e+00	5.002681992337166150e+00	3.690421455938697193e+00	4.868773946360154703e+00	6.321072796934862126e+00	6.660153256704979263e+00	5.641762452107278669e+00	6.554406130268198183e+00	6.240613026819922027e+00	7.064559386973177979e+00	6.624137931034482563e+00	6.560344827586207295e+00	5.527394636015326768e+00	6.613793103448275978e+00	8.012452107279694147e+00	8.487931034482759429e+00	7.353448275862069394e+00	7.839655172413793061e+00	8.039655172413793238e+00	8.693486590038308037e+00	7.463026819923372024e+00	7.878544061302679147e+00	7.148659003831413727e+00	8.620498084291185137e+00	9.726436781609189453e+00	1.037854406130267826e+01	9.453256704980841363e+00	1.065325670498084065e+01	1.109808429118774242e+01	8.858237547892720443e+00	7.565517241379310143e+00	7.412068965517241814e+00	6.252107279693486674e+00	7.268965517241379182e+00	8.575095785440609575e+00	9.260344827586207472e+00	8.631034482758620285e+00	1.014137931034482776e+01	9.941379310344828468e+00	6.180076628352488832e+00	6.998275862068965125e+00	5.831034482758620463e+00	5.321072796934866567e+00	6.984482758620689680e+00	9.307279693486590233e+00	8.765517241379310320e+00	5.631034482758620285e+00	8.803448275862068684e+00	7.144827586206896619e+00	7.488122605363983553e+00	9.015517241379310320e+00	8.275862068965517793e+00	6.826819923371645338e+00	7.901724137931034342e+00	1.023371647509578963e+01	9.841379310344827047e+00	8.155172413793103203e+00	9.031034482758620641e+00	7.413793103448275801e+00	8.527203065134097315e+00	1.005344827586206868e+01	8.293103448275861211e+00	6.061302681992337682e+00	6.867241379310344840e+00	8.856704980842907915e+00	9.503448275862069750e+00	8.244827586206897152e+00	7.210344827586206762e+00	4.241379310344827402e+00	8.353912553950085140e+00	8.096078063426533689e+00	7.813801838994184124e+00	3.273227205437751586e+00	6.790263182585850821e+00	9.454139821938657207e+00	8.554606868080314896e+00	7.419450178269843654e+00	9.227294051416777165e+00	8.009007318446238699e+00
P42574	3.741143317230270604e+00	4.647091384863125008e+00	4.622030998389696776e+00	3.989935587761672231e+00	4.668075684380035284e+00	4.871175523349434044e+00	4.733595008051530328e+00	6.122785829307571426e+00	5.282809983896948225e+00	5.142713365539457016e+00	4.515046296296294948e+00	4.615036231884057649e+00	4.522644927536231485e+00	3.485456924315615712e+00	4.522192028985506873e+00	4.414804750402578470e+00	4.588315217391304657e+00	6.671648550724637694e+00	5.948822463768116187e+00	5.416213768115942351e+00	4.358192431561998426e+00	4.504076086956521507e+00	4.476902173913043903e+00	3.878119967793875134e+00	4.750000000000000000e+00	4.365438808373593105e+00	4.852355072463768515e+00	6.337862318840580045e+00	6.270833333333333037e+00	5.162137681159419955e+00	3.739935587761669566e+00	3.237671095008049171e+00	3.606934380032202903e+00	2.207729468599032963e+00	2.933172302737519832e+00	2.870772946859901253e+00	3.197363123993555600e+00	5.503220611916265881e+00	4.793679549114335359e+00	4.229669887278581619e+00	4.580112721417069821e+00	4.182518115942029269e+00	4.496829710144927716e+00	2.950885668276970186e+00	3.870471014492753437e+00	4.086151368760062574e+00	3.925724637681159201e+00	6.451086956521739246e+00	4.452898550724637694e+00	4.853260869565217739e+00	4.881038647342998082e+00	4.115690418679545992e+00	4.500654186795492784e+00	2.767512077294685735e+00	3.638486312399352496e+00	3.662439613526566440e+00	3.820551529790656708e+00	6.764694041867957530e+00	4.520128824476648433e+00	4.758051529790661149e+00	4.970662238325282978e+00	4.295289855072463858e+00	4.945652173913043903e+00	3.197715378421899235e+00	3.766757246376811530e+00	3.786483494363928060e+00	3.883605072463768071e+00	7.245018115942029269e+00	4.735960144927536142e+00	4.927989130434782261e+00	5.668276972624802568e+00	6.399909420289855433e+00	6.534873188405796895e+00	5.557165861513690075e+00	6.469202898550724612e+00	6.732286634460557195e+00	6.384963768115942351e+00	7.481884057971014634e+00	7.378623188405796895e+00	6.494565217391304657e+00	5.039049919484709150e+00	5.486865942028985366e+00	5.380887681159419955e+00	4.324074074074075291e+00	5.036231884057970731e+00	5.001610305958134717e+00	5.345108695652173836e+00	7.014492753623188470e+00	4.900362318840580045e+00	4.987318840579709978e+00	5.227455716586154821e+00	5.617300724637681597e+00	5.505887681159419955e+00	3.884460547504024142e+00	4.621376811594203105e+00	4.586151368760062574e+00	4.884963768115942351e+00	6.518115942028985366e+00	4.809782608695652328e+00	4.744565217391304657e+00	4.199834627208891114e+00	4.511045367462110711e+00	4.650047570019166798e+00	2.193732342255064527e+00	4.251625852024657704e+00	4.327684303052163450e+00	4.383798824434049557e+00	8.018793415788037393e+00	5.620691003401582009e+00	5.511449386802909522e+00
P13501	4.115432098765432478e+00	4.626080246913581995e+00	4.731172839506175620e+00	4.455555555555555713e+00	5.275617283950618130e+00	5.767901234567902158e+00	7.347376543209875877e+00	8.722839506172837432e+00	6.074691358024690402e+00	7.850617283950618308e+00	5.925308641975310486e+00	4.137500000000000178e+00	5.083333333333333037e+00	3.522839506172839474e+00	5.474999999999999645e+00	5.630246913580249313e+00	6.409722222222222321e+00	8.894444444444443931e+00	7.327777777777777501e+00	8.061111111111111782e+00	6.628549382716048655e+00	5.213888888888888573e+00	5.651388888888888573e+00	4.137191358024692178e+00	6.198611111111111072e+00	6.740895061728394033e+00	7.902777777777777679e+00	8.906944444444444997e+00	7.795833333333333393e+00	8.195833333333332860e+00	4.641358024691360384e+00	3.639043209876543283e+00	4.095987654320987659e+00	2.049382716049382491e+00	3.692283950617283761e+00	3.991358024691358253e+00	5.199228395061727959e+00	8.215432098765431235e+00	4.485802469135803605e+00	5.813580246913581995e+00	4.702160493827162391e+00	4.845833333333333215e+00	5.947222222222221966e+00	4.195987654320988192e+00	4.138888888888889284e+00	4.362654320987655154e+00	5.462500000000000355e+00	1.058055555555555571e+01	4.686111111111110894e+00	6.097222222222222321e+00	5.529012345679014118e+00	5.727314814814815414e+00	6.182407407407408684e+00	4.230864197530864956e+00	4.347222222222223209e+00	4.109876543209877831e+00	5.356018518518520288e+00	1.025370370370370487e+01	4.983333333333333393e+00	6.388888888888890172e+00	6.925771604938270265e+00	6.069444444444444642e+00	6.979166666666666963e+00	5.147376543209878363e+00	5.201388888888889284e+00	5.327006172839503506e+00	5.927777777777778034e+00	1.165416666666666679e+01	7.109722222222222499e+00	8.231944444444444287e+00	9.197530864197528189e+00	8.323611111111111072e+00	8.886111111111111072e+00	8.522839506172836366e+00	1.106944444444444464e+01	1.184135802469135434e+01	1.368194444444444358e+01	9.144444444444443931e+00	1.045555555555555571e+01	1.263888888888888928e+01	4.897530864197531031e+00	6.301388888888888928e+00	6.908333333333333215e+00	5.252469135802470213e+00	4.825000000000000178e+00	5.374691358024692001e+00	7.431944444444444464e+00	1.100000000000000000e+01	4.955555555555555713e+00	6.994444444444444464e+00	6.945679012345677528e+00	7.351388888888888751e+00	8.458333333333333925e+00	5.682098765432101573e+00	6.147222222222222143e+00	6.341358024691359674e+00	7.326388888888889284e+00	1.241111111111111143e+01	5.922222222222222499e+00	8.894444444444443931e+00	4.892914167639442979e+00	4.969870788552107399e+00	5.951757034174616656e+00	2.755678997437239985e+00	4.837881898321461094e+00	5.138885534489930684e+00	7.105663567202027409e+00	1.366767298635429917e+01	6.276778166888054677e+00	9.260958821398370233e+00
